RECIPENAME,RECIPE NAME,NEW RECIPE NAME,INGREDIENT CODE,IME CODe,INGREDIENT,NEW INGREDIENT NAME,GRAMS,CATEGORY,KG / TMX,COMMENTS,Cost per Kg,costcost,OIK104 MENU,Ingredient (from Ingredient Name),Kg per Recipe,Cost per Recipe,costcosrecipe,OIK104 MENU copy,CATEGORY_,RESTAURANT (from OIK104 MENU),OIK512 MENU INGREDIENTS_,RESTAURANT (from OIK512 MENU_) (from OIK512 MENU INGREDIENTS_)
ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),,,,ΦΕΤΑ ΛΕΥΚΟ ΤΥΡΙ,,1000,ΟΡΕΚΤΙΚΑ,1000,,"5,90","5,90",,ΦΕΤΑ ΛΕΥΚΟ ΤΥΡΙ,"1,00","5,90","5,90",,ΟΡΕΚΤΙΚΑ,,ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),
ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),,,,ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ,,1,ΟΡΕΚΤΙΚΑ,1,,,"0,48",,ΦΥΛΛΟ ΧΕΙΡΟΠΟΙΗΤΟ 4 ΦΥΛΛΑ,"1,00","0,00","0,48",,ΟΡΕΚΤΙΚΑ,,ΣΠΑΝΑΚΟΠΙΤΑ 8 ΜΕΡΙΔΕΣ (ΚΟΣΤΟΣ ΜΕΡΙΔΑΣ),
ΤΖΑΤΖΙΚΙ ΜΕΡΙΔΑ,ΤΖΑΤΖΙΚΙ ΜΕΡΙΔΑ,,,,ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ,,200,ΟΡΕΚΤΙΚΑ,1000,,,"2,54",,ΤΖΑΤΖΙΚΙ 5 ΚΙΛΩΝ,"0,20","0,00","0,51",,ΟΡΕΚΤΙΚΑ,,,
ΤΥΡΟΚΑΥΤΕΡΗ,ΤΥΡΟΚΑΥΤΕΡΗ,,,,ΕΛΑΙΟΛΑΔΟ,,100,ΟΡΕΚΤΙΚΑ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,10","0,58","0,58",,ΟΡΕΚΤΙΚΑ,,ΤΥΡΟΚΑΥΤΕΡΗ,OIK512
ΤΥΡΟΚΑΥΤΕΡΗ,ΤΥΡΟΚΑΥΤΕΡΗ,,,,ΗΛΙΕΛΑΙΟ 10ΛΙΤΡΩΝ,,100,ΟΡΕΚΤΙΚΑ,1000,,"1,88","1,88",,ΗΛΙΕΛΑΙΟ 10ΛΙΤΡΩΝ,"0,10","0,19","0,19",,ΟΡΕΚΤΙΚΑ,,ΤΥΡΟΚΑΥΤΕΡΗ,OIK512
ΤΥΡΟΚΑΥΤΕΡΗ,ΤΥΡΟΚΑΥΤΕΡΗ,,,,ΜΠΟΥΚΟΒΟ,,50,ΟΡΕΚΤΙΚΑ,1000,,"10,29","10,29",,ΜΠΟΥΚΟΒΟ,"0,05","0,51","0,51",,ΟΡΕΚΤΙΚΑ,,ΤΥΡΟΚΑΥΤΕΡΗ,OIK512
ΤΥΡΟΚΑΥΤΕΡΗ,ΤΥΡΟΚΑΥΤΕΡΗ,,,,ΠΑΠΡΙΚΑ,,10,ΟΡΕΚΤΙΚΑ,1000,,"3,35","3,35",,ΠΑΠΡΙΚΑ,"0,01","0,03","0,03",,ΟΡΕΚΤΙΚΑ,,ΤΥΡΟΚΑΥΤΕΡΗ,OIK512
ΤΥΡΟΚΑΥΤΕΡΗ,ΤΥΡΟΚΑΥΤΕΡΗ,,,,ΠΙΠΕΡΙΕΣ ΦΛΩΡΙΝΗΣ,,150,ΟΡΕΚΤΙΚΑ,1000,,"3,10","3,10",,ΠΙΠΕΡΙΕΣ ΦΛΩΡΙΝΗΣ,"0,15","0,47","0,47",,ΟΡΕΚΤΙΚΑ,,ΤΥΡΟΚΑΥΤΕΡΗ,OIK512
ΤΥΡΟΚΑΥΤΕΡΗ,ΤΥΡΟΚΑΥΤΕΡΗ,,,,ΣΤΡΑΓΓΙΣΤΟ,,200,ΟΡΕΚΤΙΚΑ,1000,,"3,33","3,33",,ΣΤΡΑΓΓΙΣΤΟ,"0,20","0,67","0,67",,ΟΡΕΚΤΙΚΑ,,ΤΥΡΟΚΑΥΤΕΡΗ,OIK512
ΤΥΡΟΚΑΥΤΕΡΗ,ΤΥΡΟΚΑΥΤΕΡΗ,,,,ΦΕΤΑ,,400,ΟΡΕΚΤΙΚΑ,1000,,"8,60","8,60",,ΦΕΤΑ,"0,40","3,44","3,44",,ΟΡΕΚΤΙΚΑ,,ΤΥΡΟΚΑΥΤΕΡΗ,OIK512
ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,,,,ΕΛΑΙΟΛΑΔΟ,,50,ΟΡΕΚΤΙΚΑ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,05","0,29","0,29",,ΟΡΕΚΤΙΚΑ,,,
ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,,,,ΗΛΙΕΛΑΙΟ 10ΛΙΤΡΩΝ,,150,ΟΡΕΚΤΙΚΑ,1000,,"1,88","1,88",,ΗΛΙΕΛΑΙΟ 10ΛΙΤΡΩΝ,"0,15","0,28","0,28",,ΟΡΕΚΤΙΚΑ,,,
ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,,,,ΜΠΟΥΚΟΒΟ,,60,ΟΡΕΚΤΙΚΑ,1000,,"10,29","10,29",,ΜΠΟΥΚΟΒΟ,"0,06","0,62","0,62",,ΟΡΕΚΤΙΚΑ,,,
ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,,,,ΠΙΠΕΡΙ ΜΑΥΡΟ,,40,ΟΡΕΚΤΙΚΑ,1000,,"14,44","14,44",,ΠΙΠΕΡΙ ΜΑΥΡΟ,"0,04","0,58","0,58",,ΟΡΕΚΤΙΚΑ,,,
ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,,,,ΠΙΠΕΡΙΕΣ ΦΛΩΡΙΝΗΣ,,80,ΟΡΕΚΤΙΚΑ,1000,,"3,10","3,10",,ΠΙΠΕΡΙΕΣ ΦΛΩΡΙΝΗΣ,"0,08","0,25","0,25",,ΟΡΕΚΤΙΚΑ,,,
ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,,,,ΣΤΡΑΓΓΙΣΤΟ,,1000,ΟΡΕΚΤΙΚΑ,1000,,"3,33","3,33",,ΣΤΡΑΓΓΙΣΤΟ,"1,00","3,33","3,33",,ΟΡΕΚΤΙΚΑ,,,
ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,ΤΥΡΟΚΑΥΤΕΡΗ 5ΜΕΡΙΔΕΣ,,,,ΦΕΤΑ,,1000,ΟΡΕΚΤΙΚΑ,1000,,"8,60","8,60",,ΦΕΤΑ,"1,00","8,60","8,60",,ΟΡΕΚΤΙΚΑ,,,
ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,,,,ΕΛΑΙΟΛΑΔΟ,,100,ΟΡΕΚΤΙΚΑ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,10","0,58","0,58",,ΟΡΕΚΤΙΚΑ,,,
ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,,,,ΚΑΡΟΤΑ,,100,ΟΡΕΚΤΙΚΑ,1000,,"0,70","0,70",,ΚΑΡΟΤΑ,"0,10","0,07","0,07",,ΟΡΕΚΤΙΚΑ,,,
ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,,,,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,,100,ΟΡΕΚΤΙΚΑ,1000,,"0,60","0,60",,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,"0,10","0,06","0,06",,ΟΡΕΚΤΙΚΑ,,,
ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,,,,ΛΕΜΟΝΙ,,60,ΟΡΕΚΤΙΚΑ,1000,,"0,75","0,75",,ΛΕΜΟΝΙ,"0,06","0,05","0,05",,ΟΡΕΚΤΙΚΑ,,,
ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,,,,ΠΑΠΡΙΚΑ,,40,ΟΡΕΚΤΙΚΑ,1000,,"3,35","3,35",,ΠΑΠΡΙΚΑ,"0,04","0,13","0,13",,ΟΡΕΚΤΙΚΑ,,,
ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,,,,ΣΚΟΡΔΑ,,60,ΟΡΕΚΤΙΚΑ,1000,,"5,50","5,50",,ΣΚΟΡΔΑ,"0,06","0,33","0,33",,ΟΡΕΚΤΙΚΑ,,,
ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,ΦΑΒΑ 5 ΜΕΡΙΔΕΣ,,,,ΦΑΒΑ,,500,ΟΡΕΚΤΙΚΑ,1000,,"1,29","1,29",,ΦΑΒΑ,"0,50","0,65","0,65",,ΟΡΕΚΤΙΚΑ,,,
ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,,,,ΜΕΛΙ 900,,50,ΟΡΕΚΤΙΚΑ,1000,,"4,82","4,82",,ΜΕΛΙ 900,"0,05","0,24","0,24",,ΟΡΕΚΤΙΚΑ,,ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,OIK104 & OIK512
ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,,,,ΣΟΥΣΑΜΙ 500,,5,ΟΡΕΚΤΙΚΑ,1000,,"5,96","5,96",,ΣΟΥΣΑΜΙ 500,"0,01","0,03","0,03",,ΟΡΕΚΤΙΚΑ,,ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,OIK104 & OIK512
ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,,,,ΦΕΤΑ ΛΕΥΚΟ ΤΥΡΙ,,90,ΟΡΕΚΤΙΚΑ,1000,,"5,90","5,90",,ΦΕΤΑ ΛΕΥΚΟ ΤΥΡΙ,"0,09","0,53","0,53",,ΟΡΕΚΤΙΚΑ,,ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,OIK104 & OIK512
ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,,,,ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ 450,,40,ΟΡΕΚΤΙΚΑ,1000,,"4,18","4,18",,ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ 450,"0,04","0,17","0,17",,ΟΡΕΚΤΙΚΑ,,ΦΕΤΑ ΣΕ ΦΥΛΛΟ ΚΡΟΥΣΤΑΣ,OIK104 & OIK512
ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,,,,ΒΟΥΤΥΡΟ ΦΡΕΣΚΟ,,70,ΟΡΕΚΤΙΚΑ,1000,,"12,11","12,11",,ΒΟΥΤΥΡΟ ΦΡΕΣΚΟ,"0,07","0,85","0,85",,ΟΡΕΚΤΙΚΑ,,,
ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,,,,ΜΕΛΙ 900,,60,ΟΡΕΚΤΙΚΑ,1000,,"4,82","4,82",,ΜΕΛΙ 900,"0,06","0,29","0,29",,ΟΡΕΚΤΙΚΑ,,,
ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,,,,ΣΟΥΣΑΜΙ 500,,60,ΟΡΕΚΤΙΚΑ,1000,,"5,96","5,96",,ΣΟΥΣΑΜΙ 500,"0,06","0,36","0,36",,ΟΡΕΚΤΙΚΑ,,,
ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,,,,ΦΕΤΑ,,250,ΟΡΕΚΤΙΚΑ,1000,,"8,60","8,60",,ΦΕΤΑ,"0,25","2,15","2,15",,ΟΡΕΚΤΙΚΑ,,,
ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,ΦΩΛΙΑ ΚΑΝΤΑΙΦΙ 7TMX,,,,ΦΥΛΛΟ ΚΑΤΑΙΦΙ 500,,350,ΟΡΕΚΤΙΚΑ,1000,,"6,56","6,56",,ΦΥΛΛΟ ΚΑΤΑΙΦΙ 500,"0,35","2,30","2,30",,ΟΡΕΚΤΙΚΑ,,,
ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ,ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ,,,,ΛΑΙΜ,,10,ΟΡΕΚΤΙΚΑ,1000,,"2,78","2,78",,ΛΑΙΜ,"0,01","0,03","0,03",,ΟΡΕΚΤΙΚΑ,,,
ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ,ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ,,,,ΦΑΒΑ,,60,ΟΡΕΚΤΙΚΑ,1000,,"1,29","1,29",,ΦΑΒΑ,"0,06","0,08","0,08",,ΟΡΕΚΤΙΚΑ,,,
ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ,ΧΕΛΙ ΚΑΡΠΑΤΣΙΟ,,,,ΧΕΛΙ ΚΑΠΝΙΣΤΟ ,,40,ΟΡΕΚΤΙΚΑ,1000,,"45,45","45,45",,ΧΕΛΙ ΚΑΠΝΙΣΤΟ ,"0,04","1,82","1,82",,ΟΡΕΚΤΙΚΑ,,,
ΧΟΥΜΟΥΣ,ΧΟΥΜΟΥΣ,,,,ΑΛΑΤΙ,,50,ΟΡΕΚΤΙΚΑ,1000,,"0,89","0,89",,ΑΛΑΤΙ,"0,05","0,04","0,04",,ΟΡΕΚΤΙΚΑ,,,
ΧΟΥΜΟΥΣ,ΧΟΥΜΟΥΣ,,,,ΕΛΑΙΟΛΑΔΟ,,30,ΟΡΕΚΤΙΚΑ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,03","0,17","0,17",,ΟΡΕΚΤΙΚΑ,,,
ΧΟΥΜΟΥΣ,ΧΟΥΜΟΥΣ,,,,ΚΙΜΙΝΟ,,100,ΟΡΕΚΤΙΚΑ,1000,,"12,10","12,10",,ΚΙΜΙΝΟ,"0,10","1,21","1,21",,ΟΡΕΚΤΙΚΑ,,,
ΧΟΥΜΟΥΣ,ΧΟΥΜΟΥΣ,,,,ΠΙΠΕΡΙ ΜΑΥΡΟ,,30,ΟΡΕΚΤΙΚΑ,1000,,"14,44","14,44",,ΠΙΠΕΡΙ ΜΑΥΡΟ,"0,03","0,43","0,43",,ΟΡΕΚΤΙΚΑ,,,
ΧΟΥΜΟΥΣ,ΧΟΥΜΟΥΣ,,,,ΡΕΒΥΘΙΑ,,500,ΟΡΕΚΤΙΚΑ,1000,,"2,30","2,30",,ΡΕΒΥΘΙΑ,"0,50","1,15","1,15",,ΟΡΕΚΤΙΚΑ,,,
ΧΟΥΜΟΥΣ,ΧΟΥΜΟΥΣ,,,,ΤΑΧΙΝΙ,,100,ΟΡΕΚΤΙΚΑ,1000,,"4,00","4,00",,ΤΑΧΙΝΙ,"0,10","0,40","0,40",,ΟΡΕΚΤΙΚΑ,,,
ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,,,,ΑΛΑΤΙ,,5,ΟΡΕΚΤΙΚΑ,1000,,"0,89","0,89",,ΑΛΑΤΙ,"0,01","0,00","0,00",,ΟΡΕΚΤΙΚΑ,,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,OIK512
ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,,,,ΗΛΙΕΛΑΙΟ 10ΛΙΤΡΩΝ,,40,ΟΡΕΚΤΙΚΑ,1000,,"1,88","1,88",,ΗΛΙΕΛΑΙΟ 10ΛΙΤΡΩΝ,"0,04","0,08","0,08",,ΟΡΕΚΤΙΚΑ,,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,OIK512
ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,,,,ΞΥΔΙ ΚΟΚΚΙΝΟ,,40,ΟΡΕΚΤΙΚΑ,1000,,"0,55","0,55",,ΞΥΔΙ ΚΟΚΚΙΝΟ,"0,04","0,02","0,02",,ΟΡΕΚΤΙΚΑ,,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,OIK512
ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,,,,ΠΙΠΕΡΙ ΜΑΥΡΟ,,5,ΟΡΕΚΤΙΚΑ,1000,,"14,44","14,44",,ΠΙΠΕΡΙ ΜΑΥΡΟ,"0,01","0,07","0,07",,ΟΡΕΚΤΙΚΑ,,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,OIK512
ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,,,,ΡΙΓΑΝΗ,,10,ΟΡΕΚΤΙΚΑ,1000,,"8,53","8,53",,ΡΙΓΑΝΗ,"0,01","0,09","0,09",,ΟΡΕΚΤΙΚΑ,,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,OIK512
ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,,,,ΧΤΑΠΟΔΙ ΠΛΟΚΑΜΙ,,80,ΟΡΕΚΤΙΚΑ,1000,,"18,80","18,80",,ΧΤΑΠΟΔΙ ΠΛΟΚΑΜΙ,"0,08","1,50","1,50",,ΟΡΕΚΤΙΚΑ,,ΧΤΑΠΟΔΙ ΞΥΔΑΤΟ,OIK512
ΨΗΤΑ ΛΑΧΑΝΙΚΑ,ΨΗΤΑ ΛΑΧΑΝΙΚΑ,,,,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,,200,ΟΡΕΚΤΙΚΑ,1000,,"0,60","0,60",,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,"0,20","0,12","0,12",,ΟΡΕΚΤΙΚΑ,,,
ΨΗΤΑ ΛΑΧΑΝΙΚΑ,ΨΗΤΑ ΛΑΧΑΝΙΚΑ,,,,ΠΙΠΕΡΙΕΣ ΠΡΑΣΙΝΕΣ,,200,ΟΡΕΚΤΙΚΑ,1000,,"2,90","2,90",,ΠΙΠΕΡΙΕΣ ΠΡΑΣΙΝΕΣ,"0,20","0,58","0,58",,ΟΡΕΚΤΙΚΑ,,,
ΨΗΤΑ ΛΑΧΑΝΙΚΑ,ΨΗΤΑ ΛΑΧΑΝΙΚΑ,,,,ΠΙΠΕΡΙΕΣ ΦΛΩΡΙΝΗΣ,,200,ΟΡΕΚΤΙΚΑ,1000,,"3,10","3,10",,ΠΙΠΕΡΙΕΣ ΦΛΩΡΙΝΗΣ,"0,20","0,62","0,62",,ΟΡΕΚΤΙΚΑ,,,
ΓΑΡΙΔΟΜΑΚΑΡΟΝΑΔΑ,ΓΑΡΙΔΟΜΑΚΑΡΟΝΑΔΑ,,,,ΓΑΡΙΔΕΣ,,120,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,"8,93","8,93",,ΓΑΡΙΔΕΣ,"0,12","1,07","1,07",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΓΑΡΙΔΟΜΑΚΑΡΟΝΑΔΑ,ΓΑΡΙΔΟΜΑΚΑΡΟΝΑΔΑ,,,,ΜΑΙΝΤΑΝΟΣ,,30,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,"1,50","1,50",,ΜΑΙΝΤΑΝΟΣ,"0,03","0,05","0,05",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΓΑΡΙΔΟΜΑΚΑΡΟΝΑΔΑ,ΓΑΡΙΔΟΜΑΚΑΡΟΝΑΔΑ,,,,ΟΥΖΟ,,30,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,,,,ΟΥΖΟ,"0,03","0,00","0,00",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΓΑΡΙΔΟΜΑΚΑΡΟΝΑΔΑ,ΓΑΡΙΔΟΜΑΚΑΡΟΝΑΔΑ,,,,ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ,,200,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,,,,ΣΑΛΤΣΑ ΝΤΟΜΑΤΑΣ,"0,20","0,00","0,00",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΓΑΡΙΔΟΜΑΚΑΡΟΝΑΔΑ,ΓΑΡΙΔΟΜΑΚΑΡΟΝΑΔΑ,,,,ΣΠΑΓΓΕΤΙ,,200,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,"1,72","1,72",,ΣΠΑΓΓΕΤΙ,"0,20","0,34","0,34",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,,,,ΑΛΑΤΙ,,5,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,"0,89","0,89",,ΑΛΑΤΙ,"0,01","0,00","0,00",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,,,,ΒΟΥΤΥΡΟ ΦΡΕΣΚΟ,,60,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,"12,11","12,11",,ΒΟΥΤΥΡΟ ΦΡΕΣΚΟ,"0,06","0,73","0,73",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,,,,ΓΑΡΙΔΕΣ,,120,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,"8,93","8,93",,ΓΑΡΙΔΕΣ,"0,12","1,07","1,07",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,,,,ΓΡΑΒΙΕΡΑ,,60,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,"11,58","11,58",,ΓΡΑΒΙΕΡΑ,"0,06","0,69","0,69",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,,,,ΚΡΙΘΑΡΑΚΙ,,100,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,"1,15","1,15",,ΚΡΙΘΑΡΑΚΙ,"0,10","0,12","0,12",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,,,,ΚΡΟΚΟ ΚΟΖΑΝΗΣ,,2,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,"20,85","20,85",,ΚΡΟΚΟ ΚΟΖΑΝΗΣ,"0,00","0,04","0,04",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,,,,ΜΑΙΝΤΑΝΟΣ,,1,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,"1,50","1,50",,ΜΑΙΝΤΑΝΟΣ,"0,00","0,00","0,00",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,,,,ΠΙΠΕΡΙ ΜΑΥΡΟ,,5,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,"14,44","14,44",,ΠΙΠΕΡΙ ΜΑΥΡΟ,"0,01","0,07","0,07",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,ΚΡΙΘΑΡΟΤΟ  ΓΑΡΙΔΑΣ,,,,ΣΚΟΡΔΑ,,1,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,"5,50","5,50",,ΣΚΟΡΔΑ,"0,00","0,01","0,01",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
ΚΡΙΘΑΡΟΤΟ ΧΕΛΙ,ΚΡΙΘΑΡΟΤΟ ΧΕΛΙ,,,,ΒΟΥΤΥΡΟ ΦΡΕΣΚΟ,,60,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,1000,,"12,11","12,11",,ΒΟΥΤΥΡΟ ΦΡΕΣΚΟ,"0,06","0,73","0,73",,ΠΑΣΤΕΣ - ΡΙΖΟΤΑ,,,
