RECIPENAME,RECIPE NAME,NEW RECIPE NAME,INGREDIENT CODE,IME CODe,INGREDIENT,NEW INGREDIENT NAME,GRAMS,CATEGORY,KG / TMX,COMMENTS,Cost per Kg,costcost,OIK104 MENU,Ingredient (from Ingredient Name),Kg per Recipe,Cost per Recipe,costcosrecipe,OIK104 MENU copy,CATEGORY_,RESTAURANT (from OIK104 MENU),OIK512 MENU INGREDIENTS_,RESTAURANT (from OIK512 MENU_) (from OIK512 MENU INGREDIENTS_)
ΜΟΥΣΑΚΑΣ 12 ΜΕΡΙΔΕΣ,ΜΟΥΣΑΚΑΣ 12 ΜΕΡΙΔΕΣ,,,,ΠΑΣΤΑ,,70,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"2,06","2,06",,ΠΑΣΤΑ,"0,07","0,14","0,14",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΜΟΥΣΑΚΑΣ 12 ΜΕΡΙΔΕΣ,ΜΟΥΣΑΚΑΣ 12 ΜΕΡΙΔΕΣ,,,,ΠΑΤΑΤΕΣ,,1200,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"0,55","0,55",,ΠΑΤΑΤΕΣ,"1,20","0,66","0,66",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΜΟΥΣΑΚΑΣ 12 ΜΕΡΙΔΕΣ,ΜΟΥΣΑΚΑΣ 12 ΜΕΡΙΔΕΣ,,,,ΠΙΠΕΡΙ ΜΑΥΡΟ,,10,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"14,44","14,44",,ΠΙΠΕΡΙ ΜΑΥΡΟ,"0,01","0,14","0,14",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,,,,ΑΛΑΤΙ,,50,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"0,89","0,89",,ΑΛΑΤΙ,"0,05","0,04","0,04",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,,,,ΑΜΠΕΛΟΦΥΛΛΑ,,1500,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"3,80","3,80",,ΑΜΠΕΛΟΦΥΛΛΑ,"1,50","5,70","5,70",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,,,,ΑΝΙΘΟΣ,,200,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"1,63","1,63",,ΑΝΙΘΟΣ,"0,20","0,33","0,33",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,,,,ΔΥΟΣΜΟΣ,,200,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"1,00","1,00",,ΔΥΟΣΜΟΣ,"0,20","0,20","0,20",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,,,,ΕΛΑΙΟΛΑΔΟ,,100,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,10","0,58","0,58",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,,,,ΚΡΕΜΜΥΔΑΚΙΑ ΦΡΕΣΚΑ,,300,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"1,70","1,70",,ΚΡΕΜΜΥΔΑΚΙΑ ΦΡΕΣΚΑ,"0,30","0,51","0,51",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,,,,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,,150,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"0,60","0,60",,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,"0,15","0,09","0,09",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,,,,ΛΕΜΟΝΙ,,100,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"0,75","0,75",,ΛΕΜΟΝΙ,"0,10","0,08","0,08",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,,,,ΜΑΙΝΤΑΝΟΣ,,200,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"1,50","1,50",,ΜΑΙΝΤΑΝΟΣ,"0,20","0,30","0,30",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,,,,ΠΙΠΕΡΙ ΜΑΥΡΟ,,50,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"14,44","14,44",,ΠΙΠΕΡΙ ΜΑΥΡΟ,"0,05","0,72","0,72",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,ΝΤΟΛΜΑΔΑΚΙΑ ΓΙΑΛΑΝΤΖΙ 60 TEM,,,,ΡΥΖΙ ΚΑΡΟΛΙΝΑ,,1000,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"1,30","1,30",,ΡΥΖΙ ΚΑΡΟΛΙΝΑ,"1,00","1,30","1,30",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,,,,ΑΛΑΤΙ,,50,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"0,89","0,89",,ΑΛΑΤΙ,"0,05","0,04","0,04",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,,,,ΕΛΑΙΟΛΑΔΟ,,80,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,08","0,46","0,46",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,,,,ΚΑΡΟΤΑ,,400,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"0,70","0,70",,ΚΑΡΟΤΑ,"0,40","0,28","0,28",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,,,,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,,200,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"0,60","0,60",,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,"0,20","0,12","0,12",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,,,,ΛΑΥΡΑΚΙ,,1500,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"8,49","8,49",,ΛΑΥΡΑΚΙ,"1,50","12,74","12,74",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,,,,ΛΕΜΟΝΙ,,100,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"0,75","0,75",,ΛΕΜΟΝΙ,"0,10","0,08","0,08",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,,,,ΠΑΤΑΤΕΣ,,600,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"0,55","0,55",,ΠΑΤΑΤΕΣ,"0,60","0,33","0,33",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,,,,ΠΙΠΕΡΙ ΜΑΥΡΟ,,50,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"14,44","14,44",,ΠΙΠΕΡΙ ΜΑΥΡΟ,"0,05","0,72","0,72",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,,,,ΣΕΛΙΝΟ,,100,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"1,20","1,20",,ΣΕΛΙΝΟ,"0,10","0,12","0,12",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,ΨΑΡΟΣΟΥΠΑ ΒΕΛΟΥΤΕ 4 ΜΕΡΙΔΕΣ,,,,ΣΚΟΡΔΑ,,80,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,1000,,"5,50","5,50",,ΣΚΟΡΔΑ,"0,08","0,44","0,44",,ΕΛΛΗΝΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ,,,
ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,,,,ΚΡΕΜΑ ΓΑΛΑΚΤΟΣ (3κ/τμχ),,400,ΕΝΔΙΑΜΕΣΑ,1000,,"6,62","6,62",,ΚΡΕΜΑ ΓΑΛΑΚΤΟΣ (3κ/τμχ),"0,40","2,65","2,65","2,65",ΕΝΔΙΑΜΕΣΑ,,,
ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,,,,ΡΙΓΑΝΗ,,10,ΕΝΔΙΑΜΕΣΑ,1000,,"8,53","8,53",,ΡΙΓΑΝΗ,"0,01","0,09","0,09","0,09",ΕΝΔΙΑΜΕΣΑ,,,
ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,ΣΑΛΤΣΑ ΦΕΤΑΣ  1ΚΙΛΟΥ,,,,ΦΕΤΑ ΛΕΥΚΟ ΤΥΡΙ,,1000,ΕΝΔΙΑΜΕΣΑ,1000,,"5,90","5,90",,ΦΕΤΑ ΛΕΥΚΟ ΤΥΡΙ,"1,00","5,90","5,90","5,90",ΕΝΔΙΑΜΕΣΑ,,,
DRESSING ΣΑΛΑΤΑ ΟΣΠΡΙΩΝ,DRESSING ΣΑΛΑΤΑ ΟΣΠΡΙΩΝ,,,,ΑΛΑΤΙ,,10,ΕΝΔΙΑΜΕΣΑ,1000,,"0,89","0,89",,ΑΛΑΤΙ,"0,01","0,01","0,01",,ΕΝΔΙΑΜΕΣΑ,,,
DRESSING ΣΑΛΑΤΑ ΟΣΠΡΙΩΝ,DRESSING ΣΑΛΑΤΑ ΟΣΠΡΙΩΝ,,,,ΕΛΑΙΟΛΑΔΟ,,50,ΕΝΔΙΑΜΕΣΑ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,05","0,29","0,29",,ΕΝΔΙΑΜΕΣΑ,,,
DRESSING ΣΑΛΑΤΑ ΟΣΠΡΙΩΝ,DRESSING ΣΑΛΑΤΑ ΟΣΠΡΙΩΝ,,,,ΛΕΜΟΝΙ,,50,ΕΝΔΙΑΜΕΣΑ,1000,,"0,75","0,75",,ΛΕΜΟΝΙ,"0,05","0,04","0,04",,ΕΝΔΙΑΜΕΣΑ,,,
DRESSING ΣΑΛΑΤΑ ΟΣΠΡΙΩΝ,DRESSING ΣΑΛΑΤΑ ΟΣΠΡΙΩΝ,,,,ΜΟΥΣΤΑΡΔΑ,,40,ΕΝΔΙΑΜΕΣΑ,1000,,"1,23","1,23",,ΜΟΥΣΤΑΡΔΑ,"0,04","0,05","0,05",,ΕΝΔΙΑΜΕΣΑ,,,
DRESSING ΣΑΛΑΤΑ ΟΣΠΡΙΩΝ,DRESSING ΣΑΛΑΤΑ ΟΣΠΡΙΩΝ,,,,ΠΙΠΕΡΙ ΜΑΥΡΟ,,10,ΕΝΔΙΑΜΕΣΑ,1000,,"14,44","14,44",,ΠΙΠΕΡΙ ΜΑΥΡΟ,"0,01","0,14","0,14",,ΕΝΔΙΑΜΕΣΑ,,,
DRESSING ΣΑΛΑΤΑ ΟΣΠΡΙΩΝ,DRESSING ΣΑΛΑΤΑ ΟΣΠΡΙΩΝ,,,,ΣΚΟΡΔΟ ΠΟΥΔΡΑ,,40,ΕΝΔΙΑΜΕΣΑ,1000,,,,,ΣΚΟΡΔΟ ΠΟΥΔΡΑ,"0,04","0,00","0,00",,ΕΝΔΙΑΜΕΣΑ,,,
DRESSING ΣΑΛΑΤΑ ΤΣΑΛΑΦΟΥΤΙ,DRESSING ΣΑΛΑΤΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΑΛΑΤΙ,,10,ΕΝΔΙΑΜΕΣΑ,1000,,"0,89","0,89",,ΑΛΑΤΙ,"0,01","0,01","0,01",,ΕΝΔΙΑΜΕΣΑ,,,
DRESSING ΣΑΛΑΤΑ ΤΣΑΛΑΦΟΥΤΙ,DRESSING ΣΑΛΑΤΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΕΛΑΙΟΛΑΔΟ,,100,ΕΝΔΙΑΜΕΣΑ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,10","0,58","0,58",,ΕΝΔΙΑΜΕΣΑ,,,
DRESSING ΣΑΛΑΤΑ ΤΣΑΛΑΦΟΥΤΙ,DRESSING ΣΑΛΑΤΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΛΕΜΟΝΙ,,50,ΕΝΔΙΑΜΕΣΑ,1000,,"0,75","0,75",,ΛΕΜΟΝΙ,"0,05","0,04","0,04",,ΕΝΔΙΑΜΕΣΑ,,,
DRESSING ΣΑΛΑΤΑ ΤΣΑΛΑΦΟΥΤΙ,DRESSING ΣΑΛΑΤΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΜΑΙΝΤΑΝΟΣ,,50,ΕΝΔΙΑΜΕΣΑ,1000,,"1,50","1,50",,ΜΑΙΝΤΑΝΟΣ,"0,05","0,08","0,08",,ΕΝΔΙΑΜΕΣΑ,,,
DRESSING ΣΑΛΑΤΑ ΤΣΑΛΑΦΟΥΤΙ,DRESSING ΣΑΛΑΤΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΜΟΥΣΤΑΡΔΑ,,69,ΕΝΔΙΑΜΕΣΑ,1000,,"1,23","1,23",,ΜΟΥΣΤΑΡΔΑ,"0,07","0,08","0,08",,ΕΝΔΙΑΜΕΣΑ,,,
DRESSING ΣΑΛΑΤΑ ΤΣΑΛΑΦΟΥΤΙ,DRESSING ΣΑΛΑΤΑ ΤΣΑΛΑΦΟΥΤΙ,,,,ΠΙΠΕΡΙ ΜΑΥΡΟ,,10,ΕΝΔΙΑΜΕΣΑ,1000,,"14,44","14,44",,ΠΙΠΕΡΙ ΜΑΥΡΟ,"0,01","0,14","0,14",,ΕΝΔΙΑΜΕΣΑ,,,
ΒΑΦΛΑ,ΒΑΦΛΑ,,,,ΑΛΕΥΡΙ ΒΑΦΛΑΣ ,,1700,ΕΝΔΙΑΜΕΣΑ,1000,,"4,55","4,55",,ΑΛΕΥΡΙ ΒΑΦΛΑΣ ,"1,70","7,74","7,74",,ΕΝΔΙΑΜΕΣΑ,,,
ΒΑΦΛΑ,ΒΑΦΛΑ,,,,ΑΥΓΑ,,12,ΕΝΔΙΑΜΕΣΑ,1,,"0,27","0,27",,ΑΥΓΑ,"12,00","3,24","3,24",,ΕΝΔΙΑΜΕΣΑ,,,
ΒΑΦΛΑ,ΒΑΦΛΑ,,,,ΒΟΥΤΥΡΟ ΒΑΦΛΑΣ ,,500,ΕΝΔΙΑΜΕΣΑ,1000,,"30,97","30,97",,ΒΟΥΤΥΡΟ ΒΑΦΛΑΣ ,"0,50","15,49","15,49",,ΕΝΔΙΑΜΕΣΑ,,,
ΒΑΦΛΑ,ΒΑΦΛΑ,,,,ΝΕΡΟ,,2000,ΕΝΔΙΑΜΕΣΑ,1000,,"0,23","0,23",,ΝΕΡΟ,"2,00","0,46","0,46",,ΕΝΔΙΑΜΕΣΑ,,,
ΓΚΡΑΝΟΛΑ 1ΚΙΛΟΥ,ΓΚΡΑΝΟΛΑ 1ΚΙΛΟΥ,,,,ΑΜΥΓΔΑΛΟΨΥΧΑ 1kg,,250,ΕΝΔΙΑΜΕΣΑ,1000,,"8,75","8,75",,ΑΜΥΓΔΑΛΟΨΥΧΑ 1kg,"0,25","2,19","2,19",,ΕΝΔΙΑΜΕΣΑ,,,
ΓΚΡΑΝΟΛΑ 1ΚΙΛΟΥ,ΓΚΡΑΝΟΛΑ 1ΚΙΛΟΥ,,,,ΚΑΝΕΛΛΑ ΤΡΙΜΜΕΝΗ,,100,ΕΝΔΙΑΜΕΣΑ,1000,,"12,46","12,46",,ΚΑΝΕΛΛΑ ΤΡΙΜΜΕΝΗ,"0,10","1,25","1,25",,ΕΝΔΙΑΜΕΣΑ,,,
ΓΚΡΑΝΟΛΑ 1ΚΙΛΟΥ,ΓΚΡΑΝΟΛΑ 1ΚΙΛΟΥ,,,,ΚΑΡΥΔΟΨΙΧΑ,,200,ΕΝΔΙΑΜΕΣΑ,1000,,"4,80","4,80",,ΚΑΡΥΔΟΨΙΧΑ,"0,20","0,96","0,96",,ΕΝΔΙΑΜΕΣΑ,,,
ΓΚΡΑΝΟΛΑ 1ΚΙΛΟΥ,ΓΚΡΑΝΟΛΑ 1ΚΙΛΟΥ,,,,ΜΕΛΙ 900,,300,ΕΝΔΙΑΜΕΣΑ,1000,,"4,82","4,82",,ΜΕΛΙ 900,"0,30","1,45","1,45",,ΕΝΔΙΑΜΕΣΑ,,,
ΓΚΡΑΝΟΛΑ 1ΚΙΛΟΥ,ΓΚΡΑΝΟΛΑ 1ΚΙΛΟΥ,,,,ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ,,1000,ΕΝΔΙΑΜΕΣΑ,1000,,"3,60","3,60",,ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ,"1,00","3,60","3,60","3,60",ΕΝΔΙΑΜΕΣΑ,,,
ΓΚΡΑΝΟΛΑ 1ΚΙΛΟΥ,ΓΚΡΑΝΟΛΑ 1ΚΙΛΟΥ,,,,ΦΟΥΝΤΟΥΚΙ ΨΗΜΕΝΟ 1kg,,250,ΕΝΔΙΑΜΕΣΑ,1000,,"12,80","12,80",,ΦΟΥΝΤΟΥΚΙ ΨΗΜΕΝΟ 1kg,"0,25","3,20","3,20","3,90",ΕΝΔΙΑΜΕΣΑ,,,
ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,,,,ΑΛΑΤΙ,,200,ΕΝΔΙΑΜΕΣΑ,1000,,"0,89","0,89",,ΑΛΑΤΙ,"0,20","0,18","0,18","0,18",ΕΝΔΙΑΜΕΣΑ,,,
ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,,,,ΑΛΕΥΡΙ 55%,,8000,ΕΝΔΙΑΜΕΣΑ,1000,,"1,07","1,07",,ΑΛΕΥΡΙ 55%,"8,00","8,56","8,56","8,56",ΕΝΔΙΑΜΕΣΑ,,,
ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,,,,ΑΛΕΥΡΙ SUPER K,,4000,ΕΝΔΙΑΜΕΣΑ,1000,,"1,30","1,30",,ΑΛΕΥΡΙ SUPER K,"4,00","5,20","5,20","4,76",ΕΝΔΙΑΜΕΣΑ,,,
ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,,,,ΑΥΓΑ,,3,ΕΝΔΙΑΜΕΣΑ,1000,,"0,27","0,27",,ΑΥΓΑ,"0,00","0,00","0,00","0,57",ΕΝΔΙΑΜΕΣΑ,,,
ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,,,,ΒΙΤΑΜ (ΜΑΡΓΑΡΙΝΗ),,500,ΕΝΔΙΑΜΕΣΑ,1000,,"7,80","7,80",,ΒΙΤΑΜ (ΜΑΡΓΑΡΙΝΗ),"0,50","3,90","3,90","3,90",ΕΝΔΙΑΜΕΣΑ,,,
ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,,,,ΕΛΑΙΟΛΑΔΟ,,500,ΕΝΔΙΑΜΕΣΑ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,50","2,88","2,88","5,12",ΕΝΔΙΑΜΕΣΑ,,,
ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,,,,ΖΑΧΑΡΗ,,100,ΕΝΔΙΑΜΕΣΑ,1000,,"0,91","0,91",,ΖΑΧΑΡΗ,"0,10","0,09","0,09","0,09",ΕΝΔΙΑΜΕΣΑ,,,
ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,,,,ΜΑΓΙΑ,,60,ΕΝΔΙΑΜΕΣΑ,1000,,,,,ΜΑΓΙΑ,"0,06","0,00","0,00","0,00",ΕΝΔΙΑΜΕΣΑ,,,
ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,ΖΥΜΗ ΠΙΤΣΑΣ 54 ΜΕΡΙΔΕΣ,,,,ΝΕΡΟ,,2000,ΕΝΔΙΑΜΕΣΑ,1000,,"0,23","0,23",,ΝΕΡΟ,"2,00","0,46","0,46","0,46",ΕΝΔΙΑΜΕΣΑ,,,
ΚΙΜΑΣ 1 ΚΙΛΟΥ,ΚΙΜΑΣ 1 ΚΙΛΟΥ,,,,ΑΛΑΤΙ,,20,ΕΝΔΙΑΜΕΣΑ,1000,,"0,89","0,89",,ΑΛΑΤΙ,"0,02","0,02","0,02",,ΕΝΔΙΑΜΕΣΑ,,,
ΚΙΜΑΣ 1 ΚΙΛΟΥ,ΚΙΜΑΣ 1 ΚΙΛΟΥ,,,,ΕΛΑΙΟΛΑΔΟ,,100,ΕΝΔΙΑΜΕΣΑ,1000,,"5,76","5,76",,ΕΛΑΙΟΛΑΔΟ,"0,10","0,58","0,58",,ΕΝΔΙΑΜΕΣΑ,,,
ΚΙΜΑΣ 1 ΚΙΛΟΥ,ΚΙΜΑΣ 1 ΚΙΛΟΥ,,,,ΚΙΜΑΣ,,1000,ΕΝΔΙΑΜΕΣΑ,1000,,"7,00","7,00",,ΚΙΜΑΣ,"1,00","7,00","7,00",,ΕΝΔΙΑΜΕΣΑ,,,
